Company_Name,JobTitles,Skills,Description,Stipend,Links
BATTERY BHAIYA GREEN SOLUTIONS PRIVATE LIMITED,Full Stack Development,"CMS , HTML , Joomla , Marketing","Selected intern's day-to-day responsibilities include: 

1. Comparing the CMS
2. Searching for the best E-Commerce platform
3. Preparing a report. CMS , HTML , Joomla , Marketing","₹ 2,000 /month +  Incentives",https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-battery-bhaiya-green-solutions-private-limited1709531225
CCC,Web Development,"CSS , Flutter , HTML , JavaScript , Python , REST API","Selected intern's day-to-day responsibilities include: 

1. Liase with the client and the developer 
2. Work in the development of a ""Windows Based Desktop Application"". CSS , Flutter , HTML , JavaScript , Python , REST API","₹ 5,500 /month",https://internshala.com/internship/detail/web-development-internship-in-multiple-locations-at-ccc1709482430
CAP CORPORATE,Full Stack Development,"Django , Machine Learning , Python , REST API","Selected intern's day-to-day responsibilities include:

1. Coordinating with development teams to determine application requirements
2. Writing scalable code using Python programming language
3. Testing and debugging applications
4. Developing back-end components
5. Integrating user-facing elements using server-side logic
6. Assessing and prioritizing client feature requests
7. Integrating data storage solutions
8. Coordinating with front-end developers
9. Reprogramming existing databases to improve functionality
10. Developing digital tools to monitor online traffic. Django , Machine Learning , Python , REST API","₹ 10,000-12,000 /month",https://internshala.com/internship/detail/full-stack-development-internship-in-chennai-at-cap-corporate1709479167
Employee Forums,Python Development,"Data Analysis , Research and Analytics","We are seeking a motivated and enthusiastic Sales Intern to join our team. As an extended arm for our Marketing & Sales Department.

ROLES & RESPONSIBILITIES: 

- Identify and research potential service providers and clients in the Germany and Netherlands area.
- Reach out to potential leads via email, phone calls, and other communication channels (up to you where and how are you going to search for them).
- Follow up with leads and nurture relationships to convert them into active service providers or clients.
- Collaborate with the sales and marketing team to develop strategies for lead generation, sales channels and conversion.
- Assist in developing and implementing marketing campaigns to attract new leads.

REQUIREMENTS:

- Excellent communication and interpersonal skills.
- Strong research and data analytical abilities.
- Self-motivated with a proactive approach to tasks.
- Ability to work independently and as part of a team.
- Basic knowledge of lead generation tools and techniques is a plus.. Data Analysis , Research and Analytics","₹ 6,000 /month",https://internshala.com/internship/detail/python-development-internship-in-mumbai-at-employee-forums1709470775
Moovick,Sales,"Bootstrap , CodeIgniter , CSS , Figma , HTML , JavaScript , jQuery , LARAVEL , MySQL , Node.js , PHP , REST API","Selected intern's day-to-day responsibilities include: 

1. Constructing backend database structures
2. Working on both the backend and the frontend of a website
3. Developing APIs for the mobile application for the same. Bootstrap , CodeIgniter , CSS , Figma , HTML , JavaScript , jQuery , LARAVEL , MySQL , Node.js , PHP , REST API","₹ 15,000 /month",https://internshala.com/internship/detail/work-from-home-sales-internship-at-moovick1709460020
Coding Junior,PHP Backend Development,"Data Analysis , Git , Git Bash , Machine Learning , Python , REST API , SQL , Stock Trading","Selected intern's day-to-day responsibilities include: 

1. Design and implement end-to-end trading systems that can identify, generate signals, and make trades based on required criteria
2. Collaborate with team members to design, code, and troubleshoot systems
3. Create data visualizations to better understand underlying data patterns and  gain insights
4. Integrate with 3rd party systems or broker APIs
5. Build libraries or packages that would help us reduce friction towards building/managing a these systems
6. Work on maintaining and improving existing systems.. Data Analysis , Git , Git Bash , Machine Learning , Python , REST API , SQL , Stock Trading","₹ 6,000-8,000 /month",https://internshala.com/internship/detail/work-from-home-php-backend-development-internship-at-coding-junior1709463886
TBTFW VENTURES,Python Development,"Algorithms , Apache , APIs , Data Science , Design Thinking , DevOps , GraphQL , MongoDB , MySQL , Node.js , Python , User Interface (UI) Development","At Neuralix.ai, we're not just about technology; we're about pioneering change. In a world rapidly leaning towards sustainability and green practices, we recognize the transformative and engineering power of AI. Our innovations aren't just advancements; they're promises. 

Key Responsibilities:

1. Contribute to coding, testing, and debugging tasks using technologies such as Python, JavaScript, etc.
2. Collaborate with the team to design and implement innovative solutions for our project
3. Research and implement new technologies and best practices in software development
4. Participate in code reviews and contribute to the continuous improvement of our development process
5. Stay up-to-date with industry trends and advancements to enhance your skills and knowledge

Qualifications & Preferred Skill:

1. Bachelor's or master's degree in Computer Science or relevant background
2. Consideration will only be given to candidates based in Delhi with government clearance in their background
3. Strong problem-solving skills and an impeccable attention to detail
4. Excellent communication skills and managing skills. Algorithms , Apache , APIs , Data Science , Design Thinking , DevOps , GraphQL , MongoDB , MySQL , Node.js , Python , User Interface (UI) Development","₹ 40,000 /month",https://internshala.com/internship/detail/work-from-home-python-development-internship-at-tbtfw-ventures1709463137
Neuralix.Ai Pvt Ltd,Software Development,WordPress,"Are you a WordPress wizard looking to kickstart your career in web development? Join our Corporate Inf team as a WordPress Development intern and gain hands-on experience working on exciting projects for top clients! As an intern, you will have the opportunity to collaborate with our experienced developers and designers to create cutting-edge websites and digital solutions. 

1. Assist in the development and maintenance of WordPress websites for our corporate clients
2. Customize themes and plugins to meet client requirements and enhance user experience
3. Troubleshoot and debug issues with existing WordPress sites
4. Optimize website performance and ensure sites are responsive across all devices
5. Collaborate with the design team to implement creative and innovative solutions
6. Stay up-to-date on the latest WordPress trends and technologies
7. Provide support and training to clients on managing their WordPress websites

Don't miss this chance to learn and grow in a fast-paced and dynamic environment. Apply now and take the first step towards a successful career in WordPress development!. WordPress","₹ 5,000 /month",https://internshala.com/internship/detail/software-development-internship-in-multiple-locations-at-neuralixai-pvt-ltd1709463023
Corporate Inf,WordPress Development,WordPress,"Selected intern's day-to-day responsibilities include:

1. Work on WordPress
2. Develop a website and work on the latest technology. WordPress",Unpaid,https://internshala.com/internship/detail/wordpress-development-internship-in-navi-mumbai-at-corporate-inf1709453926
Youth Growth Foundation,Web Development,"Data Analysis , MS-Excel","Selected intern's day-to-day responsibilities include: 

1. Manage data of all Insurance clients
2. Feeding policy data into the system
3. Compiling data and ensuring correct entries
4. Data Analysis. Data Analysis , MS-Excel","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-web-development-internship-at-youth-growth-foundation1709453338
Disha Capital Insurance Brokers Private Limited,Operations,"Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written)","Selected intern's day-to-day responsibilities include:

1. Work on designing, recommending, and pitching improvements for new and existing features
2. Assist in troubleshooting issues on web-based systems
3. Work on providing technical support related to web-based systems to internal teams. Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written)","₹ 12,000 /month",https://internshala.com/internship/detail/operations-internship-in-delhi-at-disha-capital-insurance-brokers-private-limited1709454853
Eduminatti,Web Development,"Express.js , JavaScript , MongoDB , Node.js , React Native","Roles and Responsibilities

Front-end Development: Collaborate with the design team to translate UI/UX design concepts into functional mobile applications. Develop responsive and user-friendly mobile interfaces. Optimize mobile applications for maximum speed and scalability. Ensure the compatibility of mobile applications across platforms
Back-end Development: Build and maintain the server-side logic and database systems. Develop secure and efficient APIs to support the front-end functionality. Implement data storage solutions and database management. Ensure the security and integrity of data and user accounts
Full Stack Development: Integrate front-end and back-end elements to create a seamless user experience. Troubleshoot and debug issues across the entire tech stack. Collaborate with cross-functional teams to develop and enhance tech solutions. Stay current with industry trends and technologies in full-stack development. Express.js , JavaScript , MongoDB , Node.js , React Native","₹ 20,000-30,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-web-development-internship-at-eduminatti1709454278
HealthFlex,Full Stack Development,"JavaScript , MongoDB , Node.js , ReactJS","Selected intern's day-to-day responsibilities include: 

1. Design the architecture of a complex software
2. Finalize development plan
3. Develop the application from scratch and co-work with team members. JavaScript , MongoDB , Node.js , ReactJS","₹ 10,000 /month",https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-healthflex1709438964
Magicstep Solutions Private Limited,Flutter Development,"Dart , Flutter , REST API","Selected intern's day-to-day responsibilities include: 

1. Work on UI development 
2. Work on API integration 
3. Work on bug removal and deployment. Dart , Flutter , REST API","₹ 2,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-magicstep-solutions-private-limited1709394809
BharatPOS,Flutter Development,"Dart , Flutter , REST API","Are you a passionate Flutter Development intern looking for an exciting opportunity to showcase your skills? Look no further than BharatPOS, a leading tech company revolutionizing the point-of-sale industry! As a Flutter Development intern, you will work alongside our talented team to create innovative mobile applications to enhance our cutting-edge BharatPOS system. Here are 7 key responsibilities that await you:

1. Collaborate with our experienced Flutter developers to design and develop beautiful, user-friendly mobile applications using Flutter and Dart.
2. Assist in improving existing features and functionalities of our BharatPOS system through bug fixing and code optimization.
3. Conduct thorough testing and debugging of mobile applications to ensure top-notch performance and reliability.
4. Participate in brainstorming sessions and provide creative ideas to enhance the overall user experience of our applications.
5. Stay up-to-date with the latest trends and best practices in Flutter development, and implement them to improve our mobile applications.
6. Collaborate with cross-functional teams, including UI/UX designers and backend developers, to ensure seamless integration of front-end solutions.
7. Take ownership of assigned tasks and meet project deadlines with high-quality deliverables.

If you are a self-driven and result-oriented individual with a strong passion for Flutter and Dart, this internship at BharatPOS will provide you with hands-on experience and a chance to make a real impact in the world of mobile applications. Join us now and embark on an exciting journey towards transforming the point-of-sale industry!. Dart , Flutter , REST API","₹ 2,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-bharatpos1709394312
Digitrix Agency,PHP Development,"HTML , MySQL , Node.js , PHP , ReactJS","Selected intern's day-to-day responsibilities include:

1. Write amazing code using PHP language to create cool websites and web applications
2. Work with other wizards (developers) to make sure everyone's spells (code) work together perfectly
3. Solve puzzles and fix bugs in the code - like a superhero fixing a broken bridge
4. Keep learning new spells (technologies) to become an even better wizard (developer)
5. Check your spells (code) to make sure they work properly, just like a chef tastes their own food
6. Share your magical ideas to make the websites and apps even more awesome

Requirements for PHP Development:

1. Know the basics of PHP, HTML, and CSS. It's like having a magic wand to create web wonders
2. Understand how databases work, like keeping track of magical potions
3. Love playing with technology and always curious to learn more
4. Enjoy working with a team, like playing in a magical band where everyone has their own instrument (role)
5. Be like a detective, noticing the tiny details to make sure everything is perfect
6. Share your ideas and understand others - like talking in a language everyone understands

Remember, being a PHP developer is like being a wizard in the digital world. You create spells (code) to make amazing things happen!. HTML , MySQL , Node.js , PHP , ReactJS","₹ 5,000 /month",https://internshala.com/internship/detail/php-development-internship-in-vasai-virar-at-digitrix-agency1709380094
Umran Green Perspective Foundation,Fundraising,"Content Writing , Creative Writing , Data Analysis , Digital Marketing","UMRAN.ORG.IN is a registered non-profit organization founded by Rajeev Kumar that empowers women, and marginalized communities, and promotes environmental sensitivity through education and research. The organization envisions a communicative society that inspires humanity towards peace and prosperity, to develop a sense of    Asabiyyah    (group feeling) or    Vasudhaiva Kutumbakam' (the whole world is one family). UMRAN.ORG.IN's corporate identification number (CIN) is U85300BR2020NPL046904, and it is both 12A and 80G registered.

Selected intern's day-to-day responsibilities include initiating and implementing fundraising activities to support UMRAN.ORG.IN's causes. The role includes managing and advising on fundraising events and campaigns, researching potential donors, drafting proposals, maintaining relationships with donors, and reporting to senior management.

Apply here: https://umran.org.in/volunteer-with-umran/

Working Days: Saturday & Sunday 
Hours: Total hours: 6/week
This is a remote internship role for a fundraiser. Content Writing , Creative Writing , Data Analysis , Digital Marketing",Unpaid,https://internshala.com/internship/detail/work-from-home-fundraising-internship-at-umran-green-perspective-foundation1709381266
Blackcoffer,Data Science,"Data Analytics , Data Science , Deep Learning , Elasticsearch , Machine Learning , MongoDB , Natural Language Processing (NLP) , Power BI , Python , SQL","Selected intern's day-to-day responsibilities include:

1. Working on data science projects and analytics
2. Working on data models, AI, ML, deep learning, and NLP
3. Working on data pipelines, ETL, ELT, and data warehouse
4. Working on Python, its libraries, and advanced programming tasks
5. Working on data collection, data management, data cleaning, data transformation, etc.
6. Working on data visualization like BI tools, Power BI, Kibana, and Google Data Studio
7. Working on databases such as MongoDB, Neo4j, Dgraph, and SQ
8. Working on cloud platforms like GCP, AWS, Azure, Linode, Heroku, etc.. Data Analytics , Data Science , Deep Learning , Elasticsearch , Machine Learning , MongoDB , Natural Language Processing (NLP) , Power BI , Python , SQL","₹ 10,000-12,000 /month",https://internshala.com/internship/detail/work-from-home-data-science-internship-at-blackcoffer1709378595
OyeLabs,PHP Development,"HTML , LARAVEL , MySQL , PHP","Selected intern's day-to-day responsibilities include:

1. Work closely with the development team to create feature-rich web applications using PHP, MySQL, HTML, and Laravel
2. Test and optimize web applications to ensure they are bug-free and easy to use
3. Monitor and address technical issues as they arise
4. Assist with developing and improving the company's development process
5. Perform troubleshooting and debugging of web applications. HTML , LARAVEL , MySQL , PHP","₹ 5,000-10,000 /month",https://internshala.com/internship/detail/work-from-home-php-development-internship-at-oyelabs1709377478
Requin Solutions Private Limited,MERN Stack Web Development,"Amazon Web Services (AWS) , AngularJS , CSS , Express.js , Git , JavaScript , jQuery , MongoDB , Node.js , ReactJS","Selected intern's day-to-day responsibilities include: 

1. Collaborate with our team to design and develop live web applications that make a real impact
2. Dive into the MERN stack and turn design concepts into fully functional features
3. Ensure that applications are optimized for responsiveness and performance
4. Work alongside experienced developers and learn the ins and outs of the development process
5. Use Git for version control, collaborating with team members on code repositories
6. Learn and adhere to branching strategies for organized and efficient collaboration
7. Assist in the deployment process, ensuring applications are securely and efficiently hosted on AWS. Amazon Web Services (AWS) , AngularJS , CSS , Express.js , Git , JavaScript , jQuery , MongoDB , Node.js , ReactJS","₹ 10,000 /month",https://internshala.com/internship/detail/mern-stack-web-development-internship-in-jaipur-at-requin-solutions-private-limited1709375853
Dolphin Ad World Private Limited,Web Development,"HTML , WordPress","Selected intern's day-to-day responsibilities include: 

1. Work on website handling 
2. Work on website update 
3. Work on website traffic strategies
4. Should understand Shopify well. HTML , WordPress","₹ 10,000 /month",https://internshala.com/internship/detail/web-development-internship-in-mumbai-at-dolphin-ad-world-private-limited1709370653
OyeLabs,Web Development,"Bootstrap , HTML&CSS , JavaScript , User Interface (UI) Development","1. Job Description:

We are looking for a talented and enthusiastic Intern Web Developer or UI Developer to join our team. This is a great opportunity for someone who is passionate about web development and wants to gain hands-on experience in designing and developing the front page of our website.

Selected intern's day-to-day responsibilities include:

1. Assist in designing and developing the front page of our website, ensuring it is visually appealing, easy to navigate, and user-friendly
2. Collaborate with the design team to create wireframes, mockups, and prototypes
3. Implement responsive design principles to ensure the website is accessible on all devices
4. Assist in optimizing website performance and speed
5. Stay up-to-date with the latest web development trends and technologies
6. Work closely with the marketing team to ensure the website aligns with the company's brand and messaging
7. Provide technical support and troubleshooting for website issues

Qualifications:

1. Currently pursuing a degree in Computer Science, Web Development, or a related field
2. Basic understanding of HTML, CSS, and JavaScript
3. Familiarity with front-end frameworks such as Bootstrap or Foundation is a plus
4. Strong problem-solving and communication skills
5. Ability to work independently and as part of a team
6. Passion for web development and a desire to learn and grow in the field. Bootstrap , HTML&CSS , JavaScript , User Interface (UI) Development","₹ 5,000-10,000 /month",https://internshala.com/internship/detail/work-from-home-web-development-internship-at-oyelabs1709367011
Eupheus Learning,Web Development,"CSS , HTML , JavaScript , PHP , PostgreSQL","Selected intern's day-to-day responsibilities include: 

1. Creating digital flipbooks
2. Updating/modifying existing flipbooks  
3. Entering data
4. Working on video editing & compression(we will provide a tool for this)
5. Editing PDF using any PDF editor application. CSS , HTML , JavaScript , PHP , PostgreSQL","₹ 10,000 /month",https://internshala.com/internship/detail/web-development-internship-in-delhi-at-eupheus-learning1709362287
Buddha Education Association Incorporation,Web Development,"C++ Programming , CSS , HTML , Java , JavaScript , SQL","Selected intern's day-to-day responsibilities include: 

1.     Create multiple panels for admins, users, and super admin
2.     Manage a team of 10 web development interns
3.     Plan the product roadmap with features and applications
4.     Create a strong backend structure & front end for all the panels combined. C++ Programming , CSS , HTML , Java , JavaScript , SQL","₹ 20,000 /month",https://internshala.com/internship/detail/part-time-web-development-internship-in-multiple-locations-at-buddha-education-association-incorporation1709360856
PatilKaki,React Native Development,React Native,"Selected intern's day-to-day responsibilities include: 

1. Develop and maintain mobile applications using React Native framework
2. Collaborate with cross-functional teams to define, design, and ship new features
3. Write clean, maintainable code and ensure code quality through code reviews and testing 
4. Troubleshoot and debug issues to optimize app performance
5. Stay up-to-date with the latest trends and technologies in mobile app development. React Native","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-react-native-development-internship-at-patilkaki1709355990
HealthFlex,Flutter Development,"Android , Dart , Flutter , Git , iOS","Selected intern's day-to-day responsibilities include:

1. Develop high-quality, scalable, and modular mobile applications using Flutter framework
2. Write readable and clear code using Dart that will be extensively documented for future use and upgrades
3. Collaborate with cross-functional teams to define, design, and ship new features
4. Implement and maintain state management solutions
5. Ensure the performance, quality, and responsiveness of applications
6. Identify and fix bugs and performance bottlenecks
7. Conduct code reviews to maintain code quality and ensure adherence to best practices
8. Continuously discover, evaluate, and implement new technologies and frameworks to maximize development efficiency
9. Collaborate with the design team to implement pixel-perfect UI/UX designs
10. Participate in the complete software development lifecycle, from concept to deployment

Requirements:

1. Strong proficiency in Dart programming language, Rest APIs, and integration of various APIs from third parties
2. Experience with state management libraries for Flutter, such as GetX, Provider, BLOC, Riverpod, or MobX
3. Familiarity using version control tools like Git and IDEs like Android Studio, VS Code, XCode, etc.
4. Experience with unit testing frameworks for Flutter, using Flutter Test or Mockito
5. Knowledge of agile software development methodologies
6. Strong problem-solving and analytical skills
7. Comfortable using test cases for debugging code, enhancing performance, and reliability
8. Ability to create and maintain continuous integration and delivery of Flutter applications. Android , Dart , Flutter , Git , iOS","₹ 20,000 /month",https://internshala.com/internship/detail/flutter-development-internship-in-bangalore-at-healthflex1709355644
Srestham Educational Trust,Flutter Development,Flutter,"We are seeking a talented and motivated intern to join our dynamic team of tutors at Srestham Educational Trust! As an intern with knowledge in Flutter, you will have the opportunity to showcase, share and expand your skills and contribute to the development of cutting-edge educational technology solutions by empowering the kids of future.

1. Collaborate with our experienced developers to teach how to create innovative mobile applications using Flutter
2. Assist in teaching and implementing intuitive user interfaces for our educational platforms
3. Teach how to Conduct thorough testing and debugging to ensure smooth functionality across different devices
4. Teach how to Participate in code reviews and actively contribute to improving the overall code quality
5. Teach how to Stay up-to-date with the latest Flutter trends and suggest enhancements to optimize our applications
6. Provide support in troubleshooting and resolving technical issues for our users
7. Engage in brainstorming sessions to generate fresh ideas and contribute to the overall growth of our organization

If you are passionate about education and eager to explore the world of Flutter, this internship offers the perfect opportunity for you to expand your skills and make a meaningful impact. Join us at Srestham Educational Trust and be a part of our mission to revolutionize the way students learn.. Flutter",Unpaid,https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-srestham-educational-trust1709302436
Pragament Tech Solutions Private Limited,Reactjs Development,"Android , Node.js , ReactJS , React Native","Pragament Tech Solutions Pvt. Ltd. is seeking a talented and passionate ReactJs development intern, proficient in React Native, to join our dynamic team. As an intern, you will have the opportunity to work on cutting-edge projects that will shape the future of our company. We offer a supportive and collaborative work environment, where your ideas and contributions will be valued and recognized. 

Selected intern's day-to-day responsibilities include:

1. Assist in the development and maintenance of ReactJs applications, ensuring high performance and responsiveness
2. Collaborate with the team to design, develop, and implement new features and functionalities
3. Write clean and maintainable code that follows industry best practices and code standards
4. Conduct thorough testing and debugging to identify and fix any issues or bugs
5. Stay updated with the latest trends and advancements in ReactJs and React Native development
6. Assist in the optimization of applications for maximum speed and scalability
7. Document code, processes, and procedures to ensure efficient knowledge sharing within the team

If you are a self-driven and motivated individual, eager to enhance your skills and gain practical experience in ReactJs and React Native development, this is the perfect opportunity for you. Join us at Pragament Tech Solutions Pvt. Ltd. and be a part of our exciting journey towards innovation and growth. Apply now!. Android , Node.js , ReactJS , React Native","₹ 10,000 /month +  Incentives",https://internshala.com/internship/detail/part-time-reactjs-development-internship-in-hyderabad-at-pragament-tech-solutions-private-limited1709298568
Ostello India Private Limited,Backend Development,"Amazon Web Server (AWS) , Docker , MongoDB , Node.js , PostgreSQL , REST API","Selected intern's day-to-day responsibilities include:

1. Utilize languages and frameworks such as TypeScript, NestJS, PostgreSQL, and Docker to develop and maintain server-side applications
2. Ensure optimal performance and security across existing servers
3. Work closely with front-end developers and other team members to integrate user-facing elements and improve overall functionality
4. Take ownership of the backend architecture, proactively identifying and addressing issues, and building a performance-optimized backend to enhance site speed
5. Handle cloud-based solutions, primarily using AWS
6. Facilitate the setup and integration of payment gateways, complying with global security and privacy standards. Amazon Web Server (AWS) , Docker , MongoDB , Node.js , PostgreSQL , REST API","₹ 6,000-12,000 /month",https://internshala.com/internship/detail/work-from-home-backend-development-internship-at-ostello-india-private-limited1709305692
Boston Institute Of Analytics Global Education Private Limited,Data Science,"Artificial Intelligence , Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , SQL","Selected intern's day-to-day responsibilities include:

1. Collaborate with our data science team to work on real-world projects, including data collection, cleaning, analysis, and visualization

2. Assist in the development and improvement of data science curriculum, creating engaging and relevant educational materials

3. Respond to queries from fellow data science students, providing guidance and support on course materials, assignments, and projects

4. Contribute to ongoing research projects, data analysis, and literature reviews in the field of data science

5. Present your findings and project updates to the team, fostering a culture of knowledge sharing and learning

6. Work closely with faculty, researchers, and other team members to ensure alignment with the institute's objectives and standards

7. Have a knowledge of Python, Statistics, Machine learning, Deep learning, NLP and SQL. Artificial Intelligence , Data Analytics , Data Science , Deep Learning , Machine Learning , Natural Language Processing (NLP) , Python , SQL","₹ 25,000 /month",https://internshala.com/internship/detail/data-science-internship-in-mumbai-at-boston-institute-of-analytics-global-education-private-limited1709298449
Tato,Flutter Development,"Dart , Firebase , Flutter , iOS , REST API","Are you a skilled Flutter development intern looking to gain hands-on experience with cutting-edge technology? Join us at Tato, where you'll have the opportunity to work with a talented team and contribute to exciting projects.

Selected intern's day-to-day responsibilities include:

1. Collaborate with our development team to design and implement Flutter applications
2. Utilize your expertise in Dart programming to create efficient and functional code
3. Integrate iOS platforms into our Flutter applications for a seamless user experience
4. Develop REST APIs to connect our apps to external services and databases
5. Utilize Firebase for real-time data storage and synchronization
6. Conduct thorough testing and debugging to ensure high-quality performance
7. Stay up-to-date on the latest trends and technologies in mobile app development to continuously improve our products

If you're passionate about mobile app development and eager to learn and grow in a fast-paced environment, apply now to become part of our innovative team at Tato company.. Dart , Firebase , Flutter , iOS , REST API","₹ 8,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-tato1709298149
Gravit Infosystems Private Limited,Web Development,"Angular 7.0 , CodeIgniter , MySQL , Node.js , React , ReactJS , React Native","The selected intern's day-to-day responsibilities include: 

1. Work on web development & coding
2. Handle technical documentation
3. Work on technical presentation

Must Know
Strong knowledge of HTML,Bootstrap,  PHP,React, Node, Angular, MySQL, Wordpress, Magento, Mern stack. Angular 7.0 , CodeIgniter , MySQL , Node.js , React , ReactJS , React Native","₹ 3,000 /month",https://internshala.com/internship/detail/web-development-internship-in-gwalior-at-gravit-infosystems-private-limited1709287784
CloudGarage,Data Analytics & AI,"Data Science , Data Structures , Deep Learning , Machine Learning , Python","Selected intern's day-to-day responsibilities include: 

1. Work on exploration of Azure cloud services 
2. Try and learn AI, Cloud, data analytics, data visualization, IoT, etc. 
3. Help the existing team in project presales and delivery. Data Science , Data Structures , Deep Learning , Machine Learning , Python","₹ 7,000 /month +  Incentives",https://internshala.com/internship/detail/data-analytics-ai-internship-in-multiple-locations-at-cloudgarage1709294102
Masteredge Technology Private Limited,WordPress Development,PHP,"As a WordPress Development intern at Masteredge Technology Private Limited, you will have the opportunity to work with a talented team of professionals and gain hands-on experience in developing cutting-edge websites and web applications. 

Key responsibilities include:

1. Collaborating with senior developers to design, develop, and maintain WordPress websites using PHP
2. Customizing themes and plugins to meet client requirements and enhance user experience
3. Troubleshooting and debugging issues to ensure optimal performance and functionality
4. Ensuring websites are responsive and mobile-friendly for seamless user experience across devices
5. Staying up-to-date on the latest trends and technologies in web development to constantly improve skills
6. Assisting in website optimization for speed and SEO best practices
7. Communicating effectively with team members to meet project deadlines and deliver high-quality results. 

If you are passionate about web development, eager to learn, and ready to take on new challenges, we invite you to join our dynamic team and make a significant impact on our projects. Apply now and start your journey towards becoming a skilled WordPress developer with Masteredge Technology!. PHP","₹ 8,000 /month",https://internshala.com/internship/detail/work-from-home-wordpress-development-internship-at-masteredge-technology-private-limited1709286503
Growth Metaverse Pvt. Ltd.,PHP Development,"AJAX , CodeIgniter , HTML , JavaScript , jQuery , LARAVEL , MySQL , PHP , REST API","Key responsibilities:

1. Work on PHP Laravel and programming concepts
2. Help develop and maintain Laravel-based websites and applications
3. Assist with testing and reviewing code for quality and reliability
4. Document code and processes for reference
5. Communicate progress and seek guidance when needed
6. Help troubleshoot and fix issues in Laravel code
7. Follow coding standards and best practices
8. Stay updated with Laravel trends and technologies
9. Support project tasks and requirements
10. Be adaptable and eager to learn. AJAX , CodeIgniter , HTML , JavaScript , jQuery , LARAVEL , MySQL , PHP , REST API","₹ 2,000 /month +  Incentives",https://internshala.com/internship/detail/work-from-home-php-development-internship-at-growth-metaverse-pvt-ltd1709293083
Aviz Healthcare,Mobile App Developer (Node.Js Developer),"MongoDB , Node.js , REST API","Selected intern's day-to-day responsibilities include: 

1. Developing and maintaining all server-side network components
2. Ensuring optimal performance of the central database and responsiveness to front-end requests
3. Collaborating with front-end developers on the integration of elements
4. Designing customer-facing UI and back-end services for various business processes
5. Developing high-performance applications by writing testable, reusable, and efficient code
6. Keeping informed of advancements in the field of Node.js development
7.  Assist in the design, development, and testing of Node.js applications
8. Write clean, maintainable, and efficient code
9. Troubleshoot and debug applications to optimize performance and ensure scalability
10. Familiarity with RESTful APIs and microservices architecture
11. Ability to work in a fast-paced environment and adapt to changing priorities
12. Previous internship or project experience in App development
13. Develop and maintain backend services using Node.js and related frameworks. MongoDB , Node.js , REST API","₹ 5,000 /month",https://internshala.com/internship/detail/mobile-app-developer-nodejs-developer-internship-in-multiple-locations-at-aviz-healthcare1709293002
Center For International Promotion Of Sports & Arts (CIPSA),Mobile App & Website Development,Certificate,"Selected intern's day-to-day responsibilities include: 

1. Working on mobile app development for the company's services and products.
2. Working on e-commerce applications through the company's website. 
3. Launching and promoting a mobile app on social media to handle the promotion of the company's training programs and events with various clientele, corporates, schools, and societies.. Certificate","₹ 2,500 /month",https://internshala.com/internship/detail/mobile-app-website-development-internship-in-multiple-locations-at-center-for-international-promotion-of-sports-arts-cipsa1709285532
Clapingo Education,Data Analytics,"Advanced Excel , Business Analysis , Data Analysis , Data Analytics , Effective Communication , MS-Excel , Operations , Python","Clapingo is at the forefront of language learning and cultural exchange, empowering individuals to broaden their horizons through technology-driven, personalized learning experiences
We are committed to fostering a global community of learners and educators, connected through their passion for language mastery and cultural understanding.

We are seeking a Data Analyst and Operations Intern to join our dynamic team. This role is designed for individuals who are passionate about analyzing data and supporting operational efficiency. The selected candidate will work closely with the founder's office, assisting in executing tasks and providing data-driven insights to help guide decision-making processes. This is an excellent opportunity for someone looking to gain hands-on experience in data analysis and operations within a fast-growing startup.

Selected intern's day-to-day responsibilities include: 

1. Analyze data to identify trends, generate reports, and provide actionable insights
2. Support the founder's office in executing tasks efficiently
3. Assist in the development and implementation of data management policies and procedures
4. Collaborate with various teams to support project initiatives and operational needs
5. Contribute to the continuous improvement of operational processes. Advanced Excel , Business Analysis , Data Analysis , Data Analytics , Effective Communication , MS-Excel , Operations , Python","₹ 8,000 /month",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-clapingo-education1709292391
